7383,822890,4
50443,48315,3
198268,506,4
227815,821122,4
308696,763836,4
415510,847109,4
546493,150967,4
596443,821122,4
596682,741495,4
609157,92369,4
609175,598968,4
675241,13277,4
733796,440380,3
761719,788024,3
903828,620814,4
906476,696572,4
918702,308228,4
945739,45442,4
