70,988651,5
3259,531905,5
5177,750060,6
6644,31074,6
6923,411045,5
7511,799870,6
9024,230700,6
11772,862551,6
12156,992868,5
12266,149796,6
12394,305239,6
12923,330597,6
13588,341455,6
13697,160464,6
14563,386106,6
15032,533701,6
16109,197424,6
17553,944628,6
22220,778116,6
24291,207839,4
25027,191901,6
25896,483537,6
26127,103082,6
31342,689904,6
32311,210989,6
34380,404994,5
38997,848616,6
40948,931993,5
41234,310648,6
42752,151812,5
42922,829225,6
47009,308968,6
48962,937124,6
50161,869226,5
50538,883933,6
50718,357004,6
51279,953754,6
52280,229671,6
52374,876250,6
52456,228294,6
52760,671862,6
52860,676907,6
53915,199537,6
58964,85633,6
59362,981286,6
59551,153322,6
61542,811182,6
62360,678178,6
62371,98560,6
63732,577858,5
66480,776895,5
67055,516937,5
71403,597827,6
73140,27463,6
75276,896615,5
75831,764456,6
76646,790000,6
78809,118358,6
80601,240925,6
84097,261203,6
84333,547971,6
89398,630888,4
92599,757053,6
96352,526354,5
96804,727249,5
98166,98060,6
99551,321047,6
100521,123994,6
100718,451667,5
100842,290391,6
102938,687899,6
104158,115841,6
105691,469537,6
106510,484827,6
106542,79432,6
107381,241001,6
109279,50251,6
109500,303228,6
109688,182517,6
110833,770289,6
113535,73453,6
113867,262335,6
113926,432921,6
114900,515196,6
115196,479464,6
118560,350257,6
122296,789470,5
122360,786372,6
122584,426565,6
125138,816554,5
126092,360320,6
131449,698509,6
134375,589021,6
136908,288016,6
139178,602698,6
139388,437064,6
139639,778967,6
140869,122520,5
142590,54833,6
142882,293712,6
143871,810288,6
143882,357716,6
145610,711478,6
146545,144134,5
146803,735708,6
147425,582641,6
149023,206600,6
150765,743974,6
154946,516383,6
155592,364018,6
157155,555498,6
159775,953545,5
160321,305753,5
161708,859221,6
161917,322723,6
162033,30012,6
162813,837626,6
162901,296651,6
162996,661243,6
163852,661479,6
164765,740057,5
166453,204519,6
167466,820213,5
168374,935518,6
169053,897973,6
170381,373448,5
170584,584451,6
174344,520268,6
174993,805103,5
175008,947776,6
179602,962421,6
179712,143549,6
181016,339445,6
181263,403795,6
181373,551934,6
181380,708918,6
186103,66217,6
186690,834992,6
186740,473301,5
186945,137466,5
187334,971164,6
187420,5616,6
187908,930976,6
189209,60862,6
189804,192793,6
189904,972203,6
190368,321022,4
191343,995531,6
191649,347252,5
193677,450287,6
194892,719114,6
197187,361358,6
197220,657328,6
198754,726610,6
199660,397124,6
200836,421486,5
201034,951056,6
201070,974114,6
201885,736840,6
203304,21052,6
203579,665266,6
206803,102027,6
207847,33270,6
209809,465359,6
210784,315791,6
211092,349604,6
211736,803355,5
217555,897855,6
218731,156663,6
219872,677836,6
222186,978471,6
222380,174671,4
223734,768509,6
224262,35090,5
224901,148169,6
225397,535705,6
226634,967237,6
226665,420453,6
228576,537518,5
230531,959073,6
231048,571691,6
232529,410578,6
232867,712762,5
234229,915589,6
235131,180114,6
235185,450644,6
236479,439947,6
236824,467019,6
237370,960413,6
239278,435780,6
242776,924952,6
244511,613806,6
245273,647121,6
246121,439419,6
247080,701056,6
248684,555568,6
250899,570382,6
251303,543482,6
253411,467930,6
254020,304739,6
257161,433634,6
258281,140546,6
258488,704559,6
258908,61456,6
259564,656642,6
265117,43892,6
265454,926926,6
266695,476218,6
267343,14307,4
267488,621564,6
268090,19492,6
271313,115497,4
272650,567879,6
273118,329950,4
274223,611133,6
274918,591497,6
275841,557172,6
277214,558815,6
278872,408969,6
279986,73059,6
280132,26658,6
283085,345758,6
284265,672086,6
286322,298858,5
287387,954909,6
288039,188573,5
289214,347816,6
291015,697058,6
291705,651721,4
292028,660356,6
293235,776227,6
293395,946419,6
294311,353379,6
294782,907428,4
295385,151857,6
296284,663985,5
297794,7244,6
298130,314532,6
298233,39375,6
300019,1788,6
301623,552357,6
306503,315791,6
307233,706902,6
308676,552944,6
309831,488903,6
311445,302064,6
311992,755093,6
312649,848616,6
313037,873872,6
313521,5391,6
313593,602698,6
314825,526889,6
315066,714326,6
318660,629605,6
319024,697245,6
319059,546414,6
319757,690443,6
321218,268325,6
321541,87726,6
321980,691524,6
323081,405408,6
323997,111354,6
326173,995541,6
327497,549031,6
330128,513451,6
330620,94116,6
331258,411866,6
331593,673553,6
335080,149933,6
335100,650166,6
337362,373740,6
337702,565364,6
337886,435619,6
338522,264849,6
340525,299257,6
341208,42327,6
343445,417673,6
343643,269951,5
345008,224403,5
347317,230007,6
348291,303110,6
349072,852609,6
351069,61907,5
354510,213463,6
355164,376268,6
357463,321803,4
363639,775337,6
363981,370451,6
364474,991535,6
365043,839659,6
367553,476163,5
369054,76255,6
369211,457112,6
371198,796524,6
371862,702585,6
371898,122950,6
374109,964437,6
376900,636773,6
380256,187727,6
380531,345045,6
380917,381837,6
381876,244870,6
382267,457138,6
383346,71924,6
384682,470814,6
385225,447640,5
389234,531180,6
390353,915244,6
390483,585170,6
390901,7860,5
391007,714426,6
391135,41284,6
391865,508216,6
393720,239024,6
393892,287340,6
394435,837488,5
394950,438379,5
395794,36022,6
399198,789452,5
401090,856923,6
401570,657875,4
401999,89934,6
402435,224648,5
403074,829320,6
403520,410385,6
403720,520532,4
403751,1678,6
404023,512694,6
404937,519986,6
405077,634427,6
405940,718525,6
407876,627199,6
409515,385556,5
413565,891183,6
415648,658364,4
416189,20572,6
419335,668544,6
420742,911946,6
421721,247037,5
422560,277240,6
422838,9318,5
423592,202179,6
423867,240855,6
425115,186018,6
425523,543812,6
425588,71652,6
425830,350296,6
426924,743030,6
427887,723537,6
429719,697758,5
430062,290264,6
430408,696615,6
431708,374771,6
432529,787752,6
434466,8016,6
437307,217664,6
437587,94812,6
437902,945363,5
442982,567235,6
444053,174816,6
447140,894940,6
447654,111354,6
452317,836784,6
454248,550965,5
455992,535719,6
456168,303261,6
456440,672925,4
459059,881516,6
459811,143545,6
461929,912722,6
462661,329195,6
468086,311326,6
469030,923096,6
469305,101710,6
470884,761692,6
471862,723899,6
472896,96343,6
473891,680542,6
473938,43148,6
475652,524473,6
476957,268095,6
477987,959769,6
478934,355661,6
479408,46828,6
480804,519581,6
480961,290144,6
481920,501554,5
482000,255033,6
482334,913748,6
483435,906363,6
484402,713818,6
486610,280106,6
486752,4385,6
486901,752651,6
487221,753182,6
487668,299215,5
489347,585461,6
490092,463675,6
491626,761561,6
492993,116934,6
496775,616737,6
496776,198439,6
497448,321047,6
497559,584700,5
499950,998493,6
501605,355692,6
502248,536209,6
503537,604980,6
505342,977487,5
506381,92369,4
506684,937547,6
507115,507257,6
510771,677174,6
515646,939229,6
515827,707077,5
516019,428607,6
516408,370664,6
516932,71344,6
517410,663680,5
517825,934388,6
518603,744664,6
521427,978353,6
522635,900121,6
523358,671862,6
524778,55314,6
524826,120002,6
525152,163117,6
525382,909838,5
527809,512688,6
536196,162881,5
536284,359591,6
541220,445583,6
541916,456414,6
542991,670573,6
543464,157,6
543769,981181,6
544057,83779,6
545675,286396,6
545858,601916,6
546173,434283,4
546450,643216,6
549868,194345,6
550149,947810,6
550337,807803,6
550463,864254,6
