977,201743,5
10302,936410,5
14492,632769,5
16035,92222,5
34319,236939,5
38448,850974,4
39849,719928,5
46384,366411,4
64810,188704,5
90977,162881,5
98073,254679,4
103621,723738,5
105063,618415,5
110880,291216,5
126886,368122,4
130411,476765,4
136769,513768,5
140261,550787,4
153473,837869,4
158264,576803,3
162998,286120,5
163352,805686,5
164158,946540,5
166020,86649,5
167312,671497,5
179005,707702,5
181128,369510,5
191543,645738,5
198345,112858,5
212027,11695,5
215553,584580,5
217684,187552,5
230998,231621,5
245660,733128,5
252481,11695,5
256243,38556,4
262316,269340,4
274965,959533,5
275054,890631,5
275918,949470,5
277565,444077,5
277963,568306,5
280537,993357,5
286213,996511,5
332682,555686,4
340627,668244,4
342528,847109,4
350950,52084,5
361359,7860,5
379896,80753,5
384079,805554,5
397350,682377,5
401228,458532,5
401838,763241,5
403855,533363,5
407733,87834,5
421014,6943,5
422254,596428,5
422721,2594,5
429368,214614,5
449360,508635,5
453833,602963,4
477948,17430,5
487715,404994,5
514293,748894,5
520364,481599,5
525100,912014,5
529172,653523,5
540896,429766,5
555686,971977,3
576743,122969,5
581851,511330,5
592848,259973,5
606173,261614,5
614238,41876,5
614824,132275,5
638974,249391,5
659758,156935,3
661992,147918,4
663541,333534,5
667602,148890,5
671846,876625,5
681536,526904,5
701082,264189,5
716840,641546,5
721917,298858,5
728173,611351,4
735157,681612,5
757815,157290,5
778687,407972,4
778974,664750,3
780218,468395,5
781042,384122,5
790293,179321,5
790878,129649,4
793413,591790,5
793918,789594,5
806186,977487,5
812073,826567,5
816554,614133,4
817603,467760,4
819553,553714,5
819628,695092,5
827563,596384,5
829480,475620,5
845328,999512,5
855087,425098,5
864911,841346,5
868731,194249,5
872081,37353,5
872290,798966,5
893192,825945,4
912613,387798,5
925166,352812,5
925717,626411,4
925743,496670,5
935522,289754,5
938794,308696,5
947150,341108,5
955236,209783,5
959583,925233,5
977324,72023,5
982110,833853,5
