21131,456993,4
21926,916737,5
32176,463816,5
42282,86649,5
51917,225016,5
66824,945784,5
67771,819570,5
84215,934892,5
92374,886384,4
92658,95621,5
95122,36058,5
101982,198115,5
107837,853519,5
126556,66427,5
127523,918673,5
136696,668515,5
136864,220345,5
155725,834171,4
169470,376577,5
186184,907088,5
192512,103998,5
195086,149265,5
197014,71394,5
205649,752524,5
206091,459841,5
206600,636355,5
218322,439704,5
219201,86061,5
221195,315353,5
233330,194905,5
247394,196500,5
268998,267682,5
277928,438621,5
284178,789205,5
294280,34735,4
316047,369686,5
330597,411828,5
344254,519806,5
347633,744901,5
378258,112074,5
405639,465014,4
409600,625748,5
411714,315662,5
424069,23161,5
426547,186854,5
435047,974750,5
437546,609157,5
450048,421374,5
486887,72023,5
487873,943560,5
496670,806492,4
500102,785533,5
508748,488784,5
527493,883382,5
533811,864447,4
536229,545893,5
541257,754667,4
543154,741495,4
543622,644000,5
546322,181289,5
549210,753894,5
554416,751022,5
565223,115497,4
572734,763429,5
592749,644344,5
594723,988905,5
596162,151431,5
607576,43240,5
613783,632136,5
614572,224994,5
615614,329301,5
618730,766944,5
619091,803654,5
621887,573278,5
647745,343326,5
650882,807843,5
655266,317290,5
659317,198482,5
664769,571841,5
672568,325709,5
679040,863324,5
694692,170756,5
704357,533811,5
706050,814075,5
714242,69345,4
725926,805686,5
727276,53937,5
728905,533839,5
729018,989506,5
735353,475250,5
735398,853009,5
736238,22716,5
744736,707651,5
747676,302576,5
750322,676011,5
753365,313125,4
756182,797712,5
758516,447571,4
766060,333424,5
774938,210538,5
787467,929685,5
788284,448166,5
792034,813704,5
793382,597725,5
801705,207839,4
803551,14745,5
812575,889290,5
831875,733796,4
833937,948479,5
836874,198268,5
844828,677150,5
854116,525493,4
857507,396568,5
858407,836507,5
859945,733791,4
865948,73853,5
888699,263135,5
897855,842343,5
900101,676497,5
904623,377598,5
905637,480918,5
929295,718715,5
929891,413840,5
929919,877863,5
949401,282973,5
951083,542626,5
966564,915612,5
969547,411252,4
971605,186273,5
972172,174645,5
975755,289064,5
980098,765392,4
986212,301654,5
993582,960928,5
996252,202700,5
999978,541257,5
