26340,271196,5
33894,837311,4
40243,146830,5
42460,152048,5
60051,729747,5
64066,374130,5
67720,94714,5
74317,588487,5
74831,651078,5
77276,2740,5
84637,790878,5
97475,592823,5
107515,609157,5
113271,667314,5
114498,479467,5
122770,769787,5
128023,350688,5
152553,146505,4
166850,523393,5
186854,207839,4
192099,945363,5
215368,792055,5
230792,148278,5
235224,889923,5
235580,976227,5
236273,483013,5
250722,324138,5
265066,274929,5
288618,389609,5
300541,462057,5
302993,693593,5
307669,403078,5
313115,18558,5
344999,120460,5
347383,436763,5
348031,1450,5
350088,405998,5
350555,429390,5
351610,236830,5
354056,384782,5
364124,543102,5
371688,644570,5
372953,253718,5
376232,506670,5
383869,565658,5
385468,506152,5
396936,506007,5
413883,546139,5
431599,534456,5
443271,555009,5
450370,735602,5
458312,276686,5
458649,614133,4
468673,157903,5
471961,650960,4
491779,379463,5
512965,478139,5
531552,988905,5
541319,854873,5
551258,531905,5
563685,475250,5
575001,918464,5
610678,353723,5
613917,842231,4
624480,382757,5
625872,520532,4
626580,110642,5
627141,469795,5
647269,217682,5
648546,201743,5
695107,550965,5
706570,319141,4
713295,874784,5
716470,657875,4
720741,440380,3
727654,333024,5
732582,920240,5
732769,444858,4
733405,609157,5
736840,330442,5
745920,294280,5
755755,743653,5
794590,86570,5
795636,321022,4
795643,781336,5
809240,918673,5
818995,294280,5
820400,244381,5
825311,718517,5
837038,51518,5
843220,759489,5
853571,180924,5
860080,794850,5
879170,530643,5
885328,838139,5
886216,563631,5
892398,904225,5
892932,453449,5
895226,412268,5
903405,890724,5
924553,437271,5
932742,264189,5
962799,831309,5
972998,292667,5
980821,391763,5
988943,146830,5
995500,469162,5
